Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2018-06-12,2,12037,450,907,733,691,4253,597,75,2573,354,1332,11964,-73
2018-06-12,3,11860,433,891,697,680,4189,593,77,2522,334,1327,11743,-116
2018-06-12,4,11858,446,888,691,679,4188,603,79,2555,357,1310,11796,-62
2018-06-12,5,11983,361,877,745,704,4339,632,86,2607,363,1322,12037,54
2018-06-12,6,13055,372,884,813,752,4763,709,91,2783,391,1411,12969,-86
2018-06-12,7,14687,411,959,909,747,5402,802,97,3058,460,1519,14364,-323
2018-06-12,8,15047,459,976,941,636,5783,786,100,3216,459,1557,14914,-133
2018-06-12,9,15112,460,966,989,513,6049,741,102,3272,460,1544,15096,-16
2018-06-12,10,15386,461,983,1015,453,6282,717,102,3350,484,1555,15404,18
2018-06-12,11,15589,451,990,1023,428,6463,717,104,3370,500,1583,15630,41
2018-06-12,12,15757,463,1000,1051,421,6526,735,104,3424,515,1622,15861,103
2018-06-12,13,16221,469,1014,1084,428,6686,763,44,3518,546,1702,16253,32
2018-06-12,14,16613,466,1030,1111,452,6794,791,102,3555,553,1730,16586,-27
2018-06-12,15,16996,461,1051,1150,510,6957,869,103,3648,575,1777,17102,106
2018-06-12,16,17786,457,1066,1220,630,7130,953,105,3788,609,1837,17795,8
2018-06-12,17,18303,448,1052,1263,789,7189,1054,108,3865,624,1892,18284,-18
2018-06-12,18,18300,451,1039,1239,892,7069,1110,109,3829,608,1908,18255,-46
2018-06-12,19,18249,504,1061,1209,973,6902,1152,109,3788,623,1933,18255,7
2018-06-12,20,18058,526,1065,1179,1005,6745,1149,108,3735,613,1930,18055,-3
2018-06-12,21,17912,525,1082,1143,1000,6613,1133,107,3731,621,1920,17876,-36
2018-06-12,22,16792,524,1048,1057,935,6175,1042,102,3524,576,1813,16795,3
2018-06-12,23,15289,511,992,951,833,5623,905,95,3231,511,1692,15346,57
2018-06-12,24,14319,487,964,865,779,5214,807,91,3048,462,1584,14301,-18
2018-06-13,1,13681,482,913,806,716,4896,743,90,2922,463,1505,13537,-144
2018-06-13,2,13131,474,910,767,708,4692,702,89,2845,435,1453,13075,-56
2018-06-13,3,12953,469,887,734,722,4634,679,90,2814,417,1452,12897,-56
2018-06-13,4,12980,470,933,732,714,4621,683,90,2801,423,1449,12915,-65
2018-06-13,5,13335,470,921,742,730,4836,718,90,2911,417,1468,13303,-31
2018-06-13,6,14550,477,966,853,796,5278,807,93,3087,455,1580,14392,-158
2018-06-13,7,16043,464,1059,972,860,5923,930,100,3380,505,1698,15890,-153
2018-06-13,8,16686,480,1111,1028,868,6302,931,100,3462,533,1756,16571,-115
2018-06-13,9,16870,471,1103,1056,868,6554,931,96,3559,531,1773,16941,71
2018-06-13,10,17297,471,1098,1086,807,6726,973,99,3628,556,1784,17229,-68
2018-06-13,11,17307,464,1101,1100,831,6915,952,93,3653,567,1804,17480,173
2018-06-13,12,17735,462,1121,1096,862,7194,930,88,3738,570,1829,17891,155
2018-06-13,13,18125,466,1108,1080,824,7423,972,90,3847,577,1873,18262,137
2018-06-13,14,18554,459,1078,1080,834,7568,1025,91,3984,592,1867,18577,23
2018-06-13,15,18738,459,1033,1104,830,7635,1037,94,3920,612,1833,18557,-181
2018-06-13,16,18235,460,987,1132,901,7403,935,92,3815,603,1846,18174,-60
2018-06-13,17,18258,462,1000,1174,1011,7367,954,94,3825,584,1879,18350,92
2018-06-13,18,18040,472,994,1157,970,7122,976,94,3735,587,1905,18013,-27
2018-06-13,19,17696,519,1052,1111,967,6796,1002,94,3645,571,1944,17700,5
2018-06-13,20,17390,535,1062,1060,980,6555,994,96,3505,559,1920,17266,-124
2018-06-13,21,17042,544,1057,1032,948,6364,964,94,3378,541,1894,16815,-227
2018-06-13,22,15801,542,1013,960,876,5909,878,90,3205,495,1772,15740,-61
2018-06-13,23,14373,519,946,873,802,5346,756,87,2986,443,1588,14344,-29
2018-06-13,24,13296,492,882,803,751,4874,675,83,2807,387,1478,13233,-64
2018-06-14,1,12482,489,842,736,695,4584,630,73,2633,379,1427,12489,8
2018-06-14,2,11999,467,827,731,686,4395,610,73,2544,373,1367,12072,73
2018-06-14,3,11951,456,856,704,675,4309,591,76,2483,391,1326,11867,-84
2018-06-14,4,11944,468,862,725,677,4281,601,79,2474,380,1304,11850,-94
2018-06-14,5,12299,461,861,771,709,4420,626,80,2544,384,1323,12179,-120
2018-06-14,6,13248,447,898,851,761,4844,701,86,2759,384,1385,13116,-132
2018-06-14,7,14699,442,960,937,812,5484,789,89,3035,419,1513,14481,-218
2018-06-14,8,15340,484,982,943,847,5877,803,96,3165,450,1548,15194,-146
2018-06-14,9,15547,489,966,992,801,6114,782,98,3212,462,1549,15465,-82
2018-06-14,10,15784,480,960,1006,782,6304,735,100,3244,474,1562,15647,-137
2018-06-14,11,15691,472,925,1008,737,6435,679,103,3183,485,1546,15572,-119
2018-06-14,12,15512,466,904,993,699,6466,654,103,3232,486,1553,15555,43
2018-06-14,13,15539,469,907,1005,710,6510,650,102,3258,498,1596,15705,166
2018-06-14,14,15700,475,920,1002,726,6515,651,105,3287,509,1614,15805,105
2018-06-14,15,15980,484,943,1028,728,6630,664,98,3343,528,1664,16111,130
2018-06-14,16,16636,490,975,1051,776,6739,726,99,3510,547,1764,16679,42
2018-06-14,17,17187,494,998,1036,873,6789,821,104,3592,561,1855,17123,-64
2018-06-14,18,17362,497,999,1029,915,6770,911,107,3577,564,1897,17267,-96
2018-06-14,19,17464,540,1030,1023,939,6633,988,109,3558,563,1930,17312,-151
2018-06-14,20,17372,549,1088,1016,976,6420,999,131,3500,551,1905,17135,-237
2018-06-14,21,16926,548,1096,990,987,6293,992,110,3428,541,1874,16860,-66
2018-06-14,22,15952,545,1079,936,907,5891,924,108,3239,493,1773,15894,-58
2018-06-14,23,14507,530,1032,836,828,5404,799,103,2955,442,1632,14559,53
2018-06-14,24,13403,509,995,763,723,4964,718,103,2728,397,1511,13410,7
2018-06-15,1,12707,495,965,721,693,4630,666,96,2598,373,1433,12670,-37
2018-06-15,2,12248,485,950,711,678,4404,636,96,2531,352,1387,12231,-18
2018-06-15,3,12020,481,929,709,673,4297,623,95,2491,352,1361,12012,-9
2018-06-15,4,12025,476,912,711,708,4291,629,97,2492,352,1356,12025,0
2018-06-15,5,12309,466,886,715,753,4417,660,101,2563,351,1381,12293,-16
2018-06-15,6,13345,486,913,810,797,4860,736,106,2777,396,1443,13325,-20
2018-06-15,7,14737,432,956,915,790,5507,812,109,3056,429,1537,14544,-193
2018-06-15,8,15183,491,991,954,666,5922,792,110,3191,465,1564,15145,-38
2018-06-15,9,15417,471,988,959,525,6254,757,109,3264,478,1562,15368,-49
2018-06-15,10,15606,438,944,995,497,6421,737,105,3346,495,1579,15557,-48
2018-06-15,11,15632,440,921,979,465,6564,735,99,3391,503,1580,15677,45
2018-06-15,12,15741,441,954,979,471,6647,742,99,3419,522,1600,15874,133
2018-06-15,13,16033,444,983,1018,525,6736,739,98,3468,520,1657,16188,155
2018-06-15,14,16307,440,985,1044,542,6756,750,99,3538,529,1680,16364,56
2018-06-15,15,16458,436,970,1066,560,6854,767,100,3556,550,1726,16586,127
2018-06-15,16,16884,478,1007,1106,606,6878,839,100,3667,570,1806,17058,174
2018-06-15,17,17427,490,1022,1133,709,6908,932,103,3762,586,1850,17495,68
2018-06-15,18,17585,480,1029,1132,848,6806,1013,109,3716,602,1833,17569,-16
2018-06-15,19,17599,519,1037,1104,943,6631,1072,107,3660,590,1835,17497,-102
2018-06-15,20,17119,509,1040,1076,947,6399,1066,105,3545,561,1821,17069,-50
2018-06-15,21,16641,511,1043,1047,950,6242,1047,104,3478,553,1779,16754,114
2018-06-15,22,15634,514,1032,979,846,5858,963,101,3264,509,1719,15785,151
2018-06-15,23,14449,507,1000,882,763,5345,845,96,3001,451,1580,14468,19
2018-06-15,24,13418,485,992,823,697,4910,744,93,2758,400,1468,13371,-47
2018-06-16,1,12579,468,968,743,645,4587,674,91,2612,368,1398,12554,-25
2018-06-16,2,12169,464,964,736,665,4353,638,90,2530,354,1349,12143,-26
2018-06-16,3,11721,455,936,713,644,4174,616,88,2466,341,1312,11745,23
2018-06-16,4,11479,451,921,725,654,4085,611,87,2434,339,1303,11610,131
2018-06-16,5,11521,436,876,713,672,4107,615,82,2419,342,1311,11574,53
2018-06-16,6,11818,441,883,724,685,4207,641,87,2458,355,1314,11796,-22
2018-06-16,7,12562,448,914,773,710,4462,695,87,2634,384,1394,12502,-60
2018-06-16,8,13300,461,911,846,689,4878,752,90,2792,418,1502,13339,39
2018-06-16,9,14198,472,975,897,633,5410,802,62,3011,437,1535,14234,36
2018-06-16,10,14821,487,996,930,571,5824,781,50,3121,477,1598,14836,14
2018-06-16,11,15306,513,1003,970,506,6101,764,51,3193,520,1593,15212,-94
2018-06-16,12,15612,520,1027,985,475,6253,785,53,3175,537,1684,15496,-116
2018-06-16,13,15789,504,1035,1009,461,6367,805,50,3229,558,1668,15686,-103
2018-06-16,14,15962,454,1053,1033,470,6495,829,48,3255,565,1691,15894,-69
2018-06-16,15,16239,451,1049,1070,525,6644,875,47,3333,587,1762,16343,104
2018-06-16,16,16874,442,1076,1111,650,6775,937,50,3466,597,1809,16912,38
2018-06-16,17,17476,433,1090,1174,789,6843,1041,54,3606,621,1851,17501,25
2018-06-16,18,17787,427,1087,1201,916,6768,1112,62,3613,625,1890,17702,-85
2018-06-16,19,17651,418,1111,1188,997,6538,1115,62,3583,605,1933,17549,-102
2018-06-16,20,17263,423,1130,1139,994,6360,1087,61,3479,586,1923,17184,-79
2018-06-16,21,17137,448,1138,1110,936,6370,1069,59,3443,582,1888,17043,-94
2018-06-16,22,16529,478,1160,1043,878,6144,999,55,3266,544,1804,16371,-158
2018-06-16,23,15364,471,1088,952,803,5737,882,49,3023,489,1669,15164,-200
2018-06-16,24,14162,455,1028,875,771,5284,783,44,2826,427,1552,14046,-117
2018-06-17,1,13200,436,989,829,742,4960,719,42,2682,394,1452,13247,47
2018-06-17,2,12641,430,997,766,720,4637,673,44,2571,371,1371,12580,-61
2018-06-17,3,12215,426,1004,741,709,4457,643,43,2487,354,1332,12197,-18
2018-06-17,4,11929,419,995,719,671,4348,623,40,2420,349,1308,11892,-37
2018-06-17,5,11603,407,983,705,676,4255,612,37,2362,348,1316,11701,98
2018-06-17,6,11737,389,989,722,661,4319,633,43,2422,356,1305,11839,102
2018-06-17,7,12500,392,975,782,645,4726,695,42,2637,394,1354,12642,142
2018-06-17,8,13787,402,1031,880,601,5350,776,50,2903,445,1448,13887,100
2018-06-17,9,15303,419,1061,978,534,5971,855,51,3227,496,1553,15144,-159
2018-06-17,10,16159,416,1120,1050,514,6409,916,55,3432,538,1661,16110,-50
2018-06-17,11,17040,421,1163,1117,515,6823,968,55,3636,586,1761,17044,4
2018-06-17,12,17719,423,1170,1167,530,7107,1022,60,3772,621,1839,17710,-9
2018-06-17,13,18160,425,1165,1220,592,7255,1074,62,3889,651,1905,18238,78
2018-06-17,14,18686,448,1187,1268,666,7434,1115,65,3936,671,1962,18750,64
2018-06-17,15,19254,444,1151,1287,693,7607,1176,63,4101,684,2028,19234,-20
2018-06-17,16,19741,421,1156,1327,801,7728,1219,62,4185,703,2072,19674,-67
2018-06-17,17,20027,413,1166,1327,912,7829,1288,63,4285,710,2157,20150,123
2018-06-17,18,20154,413,1124,1300,1006,7781,1336,62,4248,691,2199,20161,6
2018-06-17,19,20000,415,1085,1285,1045,7642,1369,62,4235,676,2227,20042,42
2018-06-17,20,19864,443,1138,1278,1050,7492,1354,58,4189,670,2195,19865,1
2018-06-17,21,19956,452,1172,1266,1049,7544,1346,54,4207,669,2183,19943,-13
2018-06-17,22,19129,453,1192,1173,969,7289,1244,52,4010,625,2084,19091,-39
2018-06-17,23,17813,467,1194,1061,845,6826,1096,47,3679,563,1922,17700,-113
2018-06-17,24,16595,492,1157,979,763,6306,977,45,3440,501,1793,16452,-143
2018-06-18,1,15572,474,1122,905,713,5944,912,45,3286,473,1708,15583,11
2018-06-18,2,15196,471,1110,869,696,5659,871,45,3192,454,1661,15028,-168
2018-06-18,3,14618,443,1061,868,693,5485,835,43,3136,443,1618,14625,6
2018-06-18,4,14652,433,1051,872,708,5460,824,40,3129,435,1594,14546,-106
2018-06-18,5,14925,453,980,904,740,5609,846,42,3236,445,1614,14868,-57
2018-06-18,6,16022,459,1030,1036,797,6138,942,50,3449,482,1707,16089,67
2018-06-18,7,18202,456,1112,1172,852,7069,1088,54,3887,567,1876,18133,-70
2018-06-18,8,19874,483,1184,1230,830,7785,1155,56,4116,634,1985,19458,-415
2018-06-18,9,20718,491,1124,1297,853,8294,1202,51,4262,669,2053,20297,-421
2018-06-18,10,21369,481,1092,1336,861,8729,1241,57,4396,684,2115,20992,-376
2018-06-18,11,21281,428,963,1331,868,8706,1187,34,4442,685,2143,20788,-493
2018-06-18,12,20521,406,923,1338,914,8517,1214,43,4335,705,2187,20582,61
2018-06-18,13,20805,412,916,1389,895,8575,1216,54,4227,717,2218,20618,-187
2018-06-18,14,20720,412,903,1453,844,8466,1191,56,4257,684,2246,20511,-209
2018-06-18,15,20817,408,903,1449,953,8402,1250,58,4292,675,2250,20641,-176
2018-06-18,16,20659,384,906,1501,960,8389,1254,62,4261,650,2236,20602,-57
2018-06-18,17,20743,389,940,1517,1048,8457,1268,62,4228,677,2166,20751,8
2018-06-18,18,20656,401,977,1442,1075,8391,1238,62,4172,661,2182,20602,-54
2018-06-18,19,20502,425,1043,1380,1089,8231,1226,66,4172,652,2264,20548,46
2018-06-18,20,20466,468,1111,1322,1103,8033,1216,61,4213,652,2254,20434,-32
2018-06-18,21,20142,480,1118,1256,1095,7780,1165,55,4167,665,2206,19987,-155
2018-06-18,22,18690,528,1135,1136,1016,7201,1044,52,3905,613,2065,18694,5
2018-06-18,23,16925,529,1105,994,920,6530,905,48,3527,560,1881,16998,73
2018-06-18,24,15493,496,1043,894,876,5834,809,43,3250,489,1737,15470,-24
2018-06-19,1,14438,481,1063,842,810,5419,740,47,3040,447,1627,14515,77
2018-06-19,2,13650,438,1035,801,744,5084,698,46,2858,427,1552,13683,33
2018-06-19,3,13140,443,1039,771,720,4888,675,46,2832,415,1497,13327,187
2018-06-19,4,13069,441,1015,770,707,4856,677,47,2747,396,1466,13122,53
2018-06-19,5,13303,433,1001,786,753,4961,700,50,2816,408,1461,13368,65
2018-06-19,6,14242,444,1018,878,822,5404,781,50,2976,435,1517,14325,83
2018-06-19,7,15768,431,1030,971,831,6105,870,51,3255,513,1639,15696,-72
2018-06-19,8,16224,459,1058,998,676,6446,849,54,3352,525,1686,16102,-122
2018-06-19,9,16199,470,1044,1000,554,6710,805,60,3383,536,1672,16235,36
2018-06-19,10,16377,465,1066,977,469,6897,774,60,3426,538,1676,16348,-30
2018-06-19,11,16613,454,1058,1011,461,7001,772,63,3651,546,1720,16737,124
2018-06-19,12,16857,447,1035,1031,478,7049,782,64,3660,546,1745,16837,-19
2018-06-19,13,17105,453,1051,1033,493,7180,805,61,3728,555,1810,17168,63
2018-06-19,14,17408,462,1063,1051,541,7247,818,58,3783,563,1872,17458,50
2018-06-19,15,17813,460,1059,1087,597,7356,843,57,3842,571,1902,17775,-38
2018-06-19,16,18261,473,1093,1144,708,7402,921,60,3955,575,1923,18252,-9
2018-06-19,17,18457,471,1088,1198,827,7258,991,62,3979,585,1927,18387,-70
2018-06-19,18,18265,477,1094,1192,961,7006,1035,62,3897,566,1916,18206,-59
2018-06-19,19,18016,534,1089,1181,1074,6740,1055,62,3771,542,1900,17948,-69
2018-06-19,20,17776,558,1107,1143,1083,6549,1063,61,3701,532,1880,17677,-100
2018-06-19,21,17626,564,1085,1106,1064,6532,1060,58,3653,550,1868,17541,-86
2018-06-19,22,16721,564,1095,1016,983,6237,972,52,3461,533,1771,16684,-37
2018-06-19,23,15229,550,1096,896,855,5673,836,52,3158,478,1613,15205,-24
2018-06-19,24,14062,528,1063,815,773,5180,743,46,2935,437,1491,14011,-50
2018-06-20,1,13307,513,1042,763,748,4883,690,44,2820,412,1453,13368,60
2018-06-20,2,12925,493,1031,732,741,4668,660,46,2704,381,1414,12870,-55
2018-06-20,3,12630,483,999,716,731,4535,646,45,2640,386,1392,12572,-57
2018-06-20,4,12476,475,972,714,724,4558,654,47,2603,377,1391,12516,41
2018-06-20,5,12837,454,971,755,756,4696,679,50,2766,406,1415,12948,110
2018-06-20,6,13844,444,996,843,811,5138,749,55,2935,418,1491,13880,36
2018-06-20,7,15183,432,1045,975,804,5737,826,59,3218,459,1562,15117,-66
2018-06-20,8,15749,457,1088,1032,724,6065,827,59,3394,484,1639,15770,21
2018-06-20,9,16087,457,1098,1046,700,6294,819,59,3418,510,1639,16041,-46
2018-06-20,10,16068,458,1118,1037,610,6446,799,60,3414,492,1660,16093,25
2018-06-20,11,16110,454,1094,1057,608,6611,755,60,3432,499,1664,16234,124
2018-06-20,12,16197,448,1075,1071,591,6715,745,57,3431,505,1657,16294,97
2018-06-20,13,16504,445,1054,1102,554,6869,764,55,3491,516,1683,16533,29
2018-06-20,14,16646,444,1026,1143,534,6986,780,49,3517,510,1662,16652,6
2018-06-20,15,16851,445,1045,1198,573,7103,812,53,3575,514,1602,16921,70
2018-06-20,16,17436,458,1054,1291,685,7246,892,59,3660,536,1632,17513,78
2018-06-20,17,18024,451,1056,1270,847,7310,997,61,3764,556,1667,17978,-45
2018-06-20,18,18248,460,1072,1228,976,7219,1090,62,3757,564,1717,18146,-102
2018-06-20,19,18317,510,1079,1190,1054,7037,1156,62,3728,579,1753,18146,-170
2018-06-20,20,17920,533,1115,1173,1053,6770,1143,60,3668,560,1775,17850,-71
2018-06-20,21,17673,547,1130,1135,1035,6688,1118,58,3604,570,1775,17658,-15
2018-06-20,22,16671,550,1132,1045,949,6304,1022,54,3382,508,1685,16631,-40
2018-06-20,23,15299,532,1070,923,877,5738,870,52,3138,472,1522,15194,-105
2018-06-20,24,14179,508,1074,841,801,5258,773,47,2892,414,1422,14028,-151
2018-06-21,1,13367,486,1017,795,742,4897,709,43,2764,388,1361,13202,-165
2018-06-21,2,12699,483,997,760,702,4650,677,49,2668,373,1307,12666,-34
2018-06-21,3,12449,469,1006,727,691,4531,660,45,2611,365,1280,12385,-64
2018-06-21,4,12415,462,1006,733,687,4504,662,48,2547,376,1282,12307,-108
2018-06-21,5,12626,449,954,751,719,4648,683,43,2592,385,1301,12526,-100
2018-06-21,6,13520,453,960,849,764,5086,756,48,2762,419,1382,13479,-41
2018-06-21,7,14847,435,995,918,772,5723,838,52,3101,440,1504,14777,-69
2018-06-21,8,15330,423,1021,917,644,6112,818,49,3248,454,1538,15224,-106
2018-06-21,9,15437,424,1003,928,529,6385,765,45,3320,475,1528,15401,-36
2018-06-21,10,15715,453,1043,956,450,6581,730,52,3408,489,1541,15703,-12
2018-06-21,11,15917,460,977,959,444,6725,714,57,3428,497,1551,15812,-106
2018-06-21,12,15869,461,973,930,447,6786,719,58,3436,497,1586,15892,23
2018-06-21,13,16037,458,974,951,470,6842,726,54,3483,502,1638,16098,61
2018-06-21,14,16088,450,974,977,466,6851,741,49,3482,504,1662,16155,67
2018-06-21,15,16324,455,986,1021,502,6878,774,54,3510,510,1730,16419,96
2018-06-21,16,16874,466,1023,1049,594,6865,860,54,3615,525,1773,16824,-50
2018-06-21,17,17300,471,1059,1093,719,6923,945,56,3682,550,1827,17325,24
2018-06-21,18,17583,489,1078,1092,885,6790,1032,59,3658,528,1799,17411,-173
2018-06-21,19,17613,507,1101,1061,980,6627,1092,54,3605,532,1819,17377,-236
2018-06-21,20,17235,516,1134,1043,998,6388,1090,52,3489,516,1803,17030,-205
2018-06-21,21,16822,525,1114,1026,1008,6239,1052,51,3467,497,1769,16748,-74
2018-06-21,22,15823,581,1100,957,926,5870,956,45,3258,465,1646,15805,-18
2018-06-21,23,14410,544,1038,860,836,5294,819,45,2999,405,1495,14334,-76
2018-06-21,24,13364,505,989,786,778,4852,738,42,2819,365,1363,13240,-124
2018-06-22,1,12607,485,998,743,714,4530,685,33,2644,343,1293,12469,-139
2018-06-22,2,12072,479,1000,722,696,4349,650,35,2511,354,1246,12042,-31
2018-06-22,3,11884,472,965,716,679,4263,624,35,2396,395,1224,11768,-116
2018-06-22,4,11908,470,949,721,690,4266,630,35,2400,424,1210,11795,-113
2018-06-22,5,12147,463,877,734,720,4408,647,37,2473,397,1241,11997,-150
2018-06-22,6,13079,463,920,838,764,4828,714,42,2619,421,1329,12937,-142
2018-06-22,7,14383,444,988,909,753,5469,794,47,2919,406,1444,14174,-210
2018-06-22,8,14838,474,1003,925,656,5840,770,48,3130,431,1488,14766,-72
2018-06-22,9,15073,490,996,967,545,6092,732,47,3197,442,1500,15008,-65
2018-06-22,10,15151,492,1008,981,474,6224,706,51,3271,459,1507,15173,21
2018-06-22,11,15217,455,1015,1017,442,6354,717,55,3274,475,1482,15286,69
2018-06-22,12,15269,441,1034,1027,469,6408,759,55,3252,482,1473,15400,131
2018-06-22,13,15548,446,1028,1040,508,6453,762,56,3315,496,1487,15592,44
2018-06-22,14,15617,455,1030,1061,539,6412,772,57,3298,502,1504,15631,14
2018-06-22,15,15719,462,1034,1085,616,6422,803,58,3282,496,1526,15784,64
2018-06-22,16,15984,473,1063,1135,727,6448,868,60,3298,488,1541,16100,116
2018-06-22,17,16145,489,1069,1144,828,6321,936,61,3300,486,1557,16191,47
2018-06-22,18,16203,490,1095,1134,927,6140,969,59,3281,476,1552,16122,-81
2018-06-22,19,16052,470,1115,1113,979,6039,991,60,3255,467,1537,16026,-26
2018-06-22,20,15865,468,1141,1078,1004,5984,1003,59,3237,474,1536,15982,116
2018-06-22,21,16035,481,1136,1063,981,5958,1015,55,3259,470,1517,15935,-101
2018-06-22,22,15291,482,1134,999,916,5678,942,51,3082,449,1469,15202,-89
2018-06-22,23,14150,484,1076,911,834,5217,817,41,2878,403,1381,14042,-108
2018-06-22,24,13003,474,1047,837,775,4843,715,39,2631,371,1281,13012,9
2018-06-23,1,12482,458,1045,772,738,4584,661,39,2558,353,1245,12452,-30
2018-06-23,2,12173,456,1028,751,720,4406,640,39,2492,332,1232,12095,-78
2018-06-23,3,11923,461,1016,747,701,4261,625,43,2443,331,1229,11856,-67
2018-06-23,4,11958,468,1005,738,729,4221,618,35,2449,375,1237,11876,-82
2018-06-23,5,11930,467,935,718,700,4255,631,40,2448,375,1250,11818,-112
2018-06-23,6,12232,459,944,754,719,4365,654,45,2538,381,1280,12138,-95
2018-06-23,7,12903,455,974,808,741,4592,711,47,2665,387,1357,12736,-166
2018-06-23,8,13834,470,1026,879,779,4982,780,57,2856,426,1450,13704,-129
2018-06-23,9,14583,506,1046,940,822,5274,845,58,3009,468,1518,14485,-98
2018-06-23,10,15188,510,1071,995,844,5498,889,59,3084,480,1557,14988,-200
2018-06-23,11,15361,517,1057,1011,806,5631,914,59,3163,494,1581,15233,-127
2018-06-23,12,15398,514,1087,993,824,5680,923,61,3143,487,1599,15312,-86
2018-06-23,13,15350,504,1074,1011,814,5640,915,61,3140,489,1612,15260,-90
2018-06-23,14,15218,508,1071,1006,827,5578,903,61,3037,478,1618,15086,-132
2018-06-23,15,15163,506,1077,1013,827,5507,899,60,3014,477,1654,15033,-130
2018-06-23,16,15270,480,1149,1025,867,5486,922,60,3025,495,1672,15181,-89
2018-06-23,17,15526,478,1160,1041,932,5509,954,63,3076,506,1702,15423,-103
2018-06-23,18,15475,471,1170,1025,945,5480,961,64,3067,497,1716,15397,-78
2018-06-23,19,15195,465,1171,961,941,5406,951,62,3050,486,1730,15224,29
2018-06-23,20,15138,473,1188,988,926,5368,942,60,3045,481,1721,15191,53
2018-06-23,21,15245,489,1200,962,917,5430,929,60,3044,472,1725,15230,-15
2018-06-23,22,14653,493,1180,914,886,5217,873,58,2962,441,1669,14693,40
2018-06-23,23,13666,482,1108,842,807,4857,788,56,2725,402,1574,13641,-26
2018-06-23,24,12758,471,1066,795,756,4555,713,53,2609,369,1489,12877,118
2018-06-24,1,12231,443,1037,757,717,4366,659,51,2492,349,1423,12295,63
2018-06-24,2,11855,431,1041,732,703,4188,632,50,2404,336,1373,11889,33
2018-06-24,3,11631,414,1018,724,692,4109,618,51,2404,331,1343,11703,71
2018-06-24,4,11546,412,956,718,692,4080,609,51,2362,323,1319,11520,-27
2018-06-24,5,11489,417,948,717,690,4078,611,51,2412,322,1313,11559,69
2018-06-24,6,11722,420,936,728,705,4104,619,51,2443,329,1319,11652,-70
2018-06-24,7,12214,424,940,769,743,4262,654,45,2582,348,1347,12115,-99
2018-06-24,8,12994,432,976,819,757,4597,710,52,2728,392,1419,12882,-111
2018-06-24,9,13744,440,1015,874,775,4932,772,53,2891,412,1505,13671,-73
2018-06-24,10,14340,449,1018,920,759,5240,844,64,2991,435,1546,14266,-74
2018-06-24,11,14665,442,1023,947,679,5427,884,63,3027,444,1606,14541,-123
2018-06-24,12,14771,454,1025,1012,715,5500,888,63,3061,443,1625,14786,15
2018-06-24,13,14812,464,1014,1046,723,5497,890,62,3105,443,1588,14832,20
2018-06-24,14,14670,465,1024,1059,730,5457,868,57,3071,438,1486,14656,-14
2018-06-24,15,14710,468,1028,1045,813,5452,848,53,3016,437,1540,14698,-11
2018-06-24,16,14835,476,1009,1060,890,5504,831,57,3087,448,1546,14908,73
2018-06-24,17,15093,475,1006,1062,949,5597,924,58,3166,460,1576,15273,180
2018-06-24,18,15314,481,1030,1027,955,5613,972,57,3137,452,1571,15295,-19
2018-06-24,19,15302,504,1114,997,963,5595,962,58,3150,451,1591,15385,83
2018-06-24,20,15437,506,1139,998,992,5576,948,60,3161,441,1605,15425,-12
2018-06-24,21,15478,504,1138,976,945,5635,940,59,3171,465,1596,15429,-49
2018-06-24,22,14870,510,1120,923,890,5406,861,55,3085,441,1553,14846,-24
2018-06-24,23,13737,488,1057,814,799,4984,746,54,2887,404,1450,13682,-55
2018-06-24,24,12786,461,1011,782,736,4598,671,50,2726,381,1345,12761,-25
2018-06-25,1,12168,444,983,732,704,4354,631,47,2583,358,1304,12140,-28
2018-06-25,2,11830,433,949,723,690,4193,619,47,2426,363,1300,11744,-86
2018-06-25,3,11675,450,929,712,683,4147,608,43,2417,363,1298,11650,-25
2018-06-25,4,11740,455,937,723,676,4169,618,47,2433,347,1310,11715,-25
2018-06-25,5,12071,447,913,748,699,4255,648,53,2509,372,1338,11981,-89
2018-06-25,6,12969,456,943,837,748,4670,734,52,2694,366,1396,12896,-74
2018-06-25,7,14338,442,1012,911,742,5304,810,60,2983,418,1490,14171,-167
2018-06-25,8,14624,454,1006,941,612,5660,784,57,3155,440,1504,14612,-11
2018-06-25,9,14709,450,991,957,493,5915,737,56,3223,455,1501,14778,69
2018-06-25,10,14808,450,994,955,419,6105,700,58,3266,471,1503,14921,114
2018-06-25,11,15010,467,1003,988,404,6257,684,58,3285,479,1508,15133,123
2018-06-25,12,15003,471,987,986,398,6295,677,57,3329,478,1515,15196,192
2018-06-25,13,15179,474,979,990,397,6342,682,55,3403,479,1534,15334,155
2018-06-25,14,15261,477,999,989,393,6385,688,51,3417,474,1570,15443,182
2018-06-25,15,15479,475,994,1015,433,6441,704,49,3440,489,1609,15650,171
2018-06-25,16,16005,476,1027,1061,570,6589,766,53,3519,515,1660,16235,230
2018-06-25,17,16664,476,1035,1090,716,6662,874,61,3573,531,1716,16734,70
2018-06-25,18,17103,487,1064,1089,860,6636,961,60,3596,542,1763,17058,-45
2018-06-25,19,17426,530,1104,1090,996,6502,1030,62,3612,543,1801,17269,-156
2018-06-25,20,17264,544,1121,1065,1018,6281,1028,62,3564,522,1789,16993,-271
